# Bundesland;Name des Betriebs ;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH;CP;SH;CP;GHE;CP;MM;MP;MSM;PP;CC;PP;CC;PP;CC;PP;CC;PP;CC;PP;EPC;LEP;PP;AH;FV;ZV;FFPP;PP;WM;PC;DC;PP;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;
NI;VielfaltMenü GmbH;Hannoversche Straße 21;31319 Sehnde;;NI 10778;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Sonja Bostelmann;Vor den Höfen 1;29614 Soltau;;NI 15019;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Kinderkrankenhaus auf der Bult;Janusz-Korczak-Allee 12;30173 Hannover;;NI 10758;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Klaus Fritz GmbH;Ruhmannshof 3;21647 Moisburg;;NI 10171;;;;;;;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Klockgether`s Hof- Fleischerei;Hakenstraße 20;26180 Rastede;;NI 10578;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Köhler's Landgasthaus;Rük 18;37581 Bad Gandersheim;;NI 10817;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Korsar, GRE 11;Pferdekoppel 12;26736 Krummhörn;;NI 16008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Hof Brockmann GmbH u. Co. KG;Engelern Mitte 6;49586 Merzen-Engelern;;NI 15059;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Jan Looden, GRE 13;Ubbo-Mennenga-Straße 54;26736 Krummhörn;;NI 16054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Visarend, GRE 28;Lijkant 23;08321 LK Urk (NL);;NI 16046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Gut Bergmark Premium Geflügel GmbH & Co. KG;Goldenstedter Straße 22;27793 Wildeshausen;;NI 10128;;;;;;;L, A;A;;;;;;B, P, C, O;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Krügers Hühnerhof KG;Dorfstraße 50;38539 Müden;;NI 15177;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;KulinAWO GmbH i. Hs. AWO Wohn- und Pflegeheim Am Inselwall;Okerstraße 9;38100 Braunschweig;;NI 10623;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;KulinAWO GmbH i. Hs. AWO Zentralküche Querum;Peterskamp 21;38100 Braunschweig;;NI 10622;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
NI;Land Wursten, WRE 5;Auf dem Büttel 2;27639 Wurster Nordseeküste;;NI 16212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Landfleischerei Edwin Frischkorn;Bäckerstieg 1;21376 Eyendorf;;NI 10167;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landfleischerei Haber GbR;Auermühler Weg 5;29365 Sprakensehl;;NI 10618;;;;;O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landfleischerei Krismansky;Landesberger Straße 15a;31633 Leese;;NI 10633;;;;;;;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landfleischerei Osterhus GmbH;Bethelstraße 4;37139 Barterode;;NI 10349;;;;;B, O, P;B, O, P;;;;;;;B, O, P;B, O, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;WaLeg GmbH;Varnhorn 46;49429 Visbek;;NI 15145;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Fleischerei Wilhelm Frahling GmbH;Pohlstraße 18;48366 Laer;;NW 90107;;;;;B, O;B, O;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischer-Einkauf Recklinghausen e.G.;Bruchweg 43;45659 Recklinghausen;;NW 90117;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei-Fachgeschäft Meier;Schloßstraße 13;32683 Barntrup;;NW 30026;;;;;B, P;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Michael und Marco Wilms GbR;Hauptstraße 63;52159 Roetgen;;NW 70212;;;;;B, O, P;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;W. Pollmann GmbH & Co. KG;Schlachthausstraße 10;57072 Siegen;;NW 00007;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischhandel Berndt GmbH & Co. KG;Osterweg 6;32549 Bad Oeynhausen;;NW 20013;;;;;;B, P;;;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Wissing Goldstore GmbH ;Brinker Esch 6;48683 Ahaus;;NW 90160;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischverarbeitungsbetrieb und Großhandel;Weststraße 20;47626 Kevelaer;;NW 50003;;;;;;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwaren Sluyßer GmbH;Püllenweg 15;41352 Korschenbroich;;NW 40038;;;;;;B, P;;;;;;;B, P;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwaren Gabriel;Birker Straße 65;53797 Lohmar;;NW 70227;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwaren Kruse;Lindener Straße 55;44879 Bochum;;NW 10047;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwaren Rüweling GmbH & Co. KG;Jakobistraße 12;46354 Südlohn;;NW 90008;;;;;;;;;;;;;;B, O, P, C, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwaren Rüweling GmbH & Co. KG;Daimlerstraße 15;46354 Südlohn;;NW 90009;;;;;;;;;;;;;;B, O, P, C, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischwarenhandel Giannoulakis ;Drakestraße  8;45883 Gelsenkirchen;;NW 82005;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Frank Esser;Ilbertzstraße 79;52525 Heinsberg;;NW 60044;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Frank Ohrndorf;Bühler Straße 280;57258 Freudenberg;;NW 00048;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;CJD Neustadt;Sauterstraße 4-6;67433 Neustadt an der Weinstraße;;RP 30002;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;D + L Lehnertz GmbH;Hauptstraße 19;54597 Habscheid;;RP 05030;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;
RP;Daniel Elsner;Zum Schloßgrund 3;55444 Seibersbach;;RP 11010;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Deli Team GmbH;Im Schülert 17;56651 Niederzissen;;RP 02018;;X;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Demeter Hof Bonn Dietmar Bonn;Taunusstraße 13;56357 Kasdorf;;RP 09020;;;;;B;;;;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Dennis Wagner;Hauptstraße 4;56459 Weltersburg;;RP 24007;;;;;B, O, P;B, O, P;;;fG, R;fG, R;;;;;;mp, bl, pap;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Deutsches Rotes Kreuz - Ortsverein der Verbandsgemeinde Nierstein-Oppenheim e.V.;Sant-Ambrogio-Ring 17;55276 Oppenheim;;RP 16013;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
RP;Diakoniezentrum Pirmasens KAöR;Waisenhausstraße 1;66954 Pirmasens;;RP 31002;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Dietmar Rodenbusch;Poststraße 2;55481 Ober Kostenz;;RP 19022;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Direktvermarkter Christine und Holger Conrad;Zum alten Bahnhof 3;54426 Dhronecken;;RP 23003;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;DRK Sozialdienst gGmbH Großküche;Hüttengärten 20;67685 Weilerbach;;RP 13012;;;;;;;;;;;;;;;;mp;;;;;;;;;;S, B, O, C;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Eberhard Eberz;Hof Irrlicht 1;56242 Marienrachdorf;;RP 24006;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;EFSA Fleischwaren;Kranzweiherweg 18;53489 Sinzig;;RP 02009;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Eierhandel Stumm;Dorfstraße 26;55487 Dill;;RP 19021;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Emanuel Munsch;Schloss Neuroth 1;56414 Bilkheim;;RP 24050;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Erhard Bauer & Sohn GbR;Zeller Straße 14;55483 Kappel;;RP 19023;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Ev. Diakoniewerk Zoar;Inkelthalerhof 1;67808 Rockenhausen;;RP 12002;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Evangelisches Bildungszentrum Schmiedel;Hauptstraße 29;55471 Ravengiersburg;;RP 19032;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;FELGRO Fetz GmbH;Kranzweiherweg 18;53489 Sinzig;;RP 02010;;;;;;B, P;;;;;;;B, P;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Städtisches Klinikum Braunschweig gGmbH;Celler Straße 38;38114 Braunschweig;;NI 10833;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Stephan Stöver;Zu den Wolfkuhlen 3;27412 Breddorf;;NI 15101;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Stoffregen Fleischerei GmbH;Alte Heerstraße 65;27330 Asendorf;;NI 10657;;;;;;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Sulinger Freiland Ei GmbH;Stadt 8;27232 Sulingen;;NI 15018;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Klarhölter, Rikus;Akazienstraße 8;31171 Nordstemmen;;NI 15072;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Tolle GmbH;Raiffeisenstraße 1a;37124 Rosdorf;;NI 10183;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Torsten Dierks Landschlachterei und Partyservice;An der Mühle 1;29355 Beedenbostel;;NI 10738;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Trinity GmbH;Brüsseler Straße 36;48455 Bad Bentheim;;NI 10172;;X;X;;;;;A;;;;;;A;A;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Uelzena eG;Im Neuen Felde 87;29525 Uelzen;;NI 10239;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;;;;;;;;;;;
NI;Uranus, ACC 2;Westerdeicher Str. 5;26553 Neßmersiel;;NI 16024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Uwe Schoster;Mindener Straße 10;49152 Bad Essen;;NI 15015;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Vieh und Fleisch von Döhlen;Am Damm 2;27607 Geestland, OT Neuenwalde;;NI 10298;;;;;B, C, O;B, C, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Volker Probst Fleischwaren;Reitbahn 12;38444 Wolfsburg;;NI 10717;;;;;S, B;S, B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Wangerland, GRE 14;Kornweg 21;26736 Krummhörn;;NI 16010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Rubetrans Logistics GmbH & Co.KG;Gewerbering 1;49439 Steinfeld (Oldenburg);;NI 10390;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Werner Grafe;Bremer Straße 15;27305 Süstedt;;NI 15155;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Rudi Weseloh;Wenkeloh 2;27383 Scheessel;;NI 15078;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Wildhandlung Heine;Hagenbergstraße 12a;37154 Northeim;;NI 10905;;;;;;;;;;;wU;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Sandra Kalies;Am Hagenberg 1;38315 Schladen OT Wehre;;NI 15033;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Wilhelm Erpenbeck e. Kfm.;Osnabrücker Straße 3;49219 Glandorf;;NI 10572;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Wilhelm List Nachfolger GmbH & Co. KG;Lilienthalstraße 1;38644 Goslar;;NI 10436;;X;;;;B, P;;A;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landschlachterei Christian Bock;Hauptstraße 48;29364 Langlingen;;NI 10739;;;;;B, P;;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landschlachterei Dettmers;Hohenheidnerstraße 24;30900 Wedemark;;NI 10162;;;;;B, O, P;B, P;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landschlachterei Gerhard Diekmann;Uhlenflucht 25;49632 Essen (Oldenburg);;NI 10233;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;wL, wU, wG, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landschlachterei Sander;Lüneburger Landstraße 25;21398 Neetze;;NI 10140;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landschlachterei Holger Drewes;Lüneburger Straße 46;21385 Amelinghausen;;NI 10740;;;;;;B, O, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landschlachterei Neldner;Haupstraße 26;38324 Kissenbrück;;NI 10285;;;;;P;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Landschlachterei Starke;Auf dem Kampe 34;30926 Seelze;;NI 10546;;;;;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Schlachtunternehmen Knauer;Braunshof 9;92342 Freystadt;;BY 30169;;;;;B, C, O, P, S;B, C, O, P, S;;;fG;fG;wA, wL, wU, wG;;;B, P, fG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Daniel Krumpe;Ullrichsberg 1;04741 Rosswein;;SN 10863;;;;;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Fleischerei Brinkmann;Auetalstraße 47;37589 Kalefeld;;NI 10316;;X;;;P;;;;;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Hoang Nga Entenbraterei;Hofbreite 6;39164 Wanzleben-Börde;;ST 00439;;X;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Hilmar Kickel;Im Alten Lande 5;31832 Springe;;NI 15478;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Rogg GmbH;Zunftweg 3;87496 Untrasried;;BY 70956;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Münchner Käse Manufaktur GmbH;Prinzregentenstraße 105;81677 München;;BY 13189;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;
BB;Wurstküche Fürstenwerder;Ernst-Thälmann-Straße 16;17291 Nordwestuckermark;;BB 73024;;;;;;B, C, O, P;;A;;;;wA, wL, wU;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Popp Feinkost GmbH;Nikolaus-Otto Str. 10;24568 Kaltenkirchen;;SH 00626;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Thomas Rechel;Gernsheimer Straße 37;64665 Alsbach-Hähnlein;;HE 41015;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Johannes Marsching-Baier;Hauptstraße 18;91077 Hetzles;;BY 40495;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;ANregiomed gKU - Standort Klinik Dinkelsbühl;Crailheimer Straße 6;91550 Dinkelsbühl;;BY 50673;;;;;;;;;;;;;;B, O, P, C;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;
BY;Johann Schelle;Am Schelleberg 14;82041 Oberhaching;;BY 11246;;;;;;;;;;;;;B, P;B, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Käser Ei Pretz;Bachstr. 7;94116 Hutthurm;;BY 20575;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;;;;;;;;;;;;;;;
BY;Geschmacksfestspiele UG;Bergstraße 11;93161 Sinzing;;BY 30726;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Anna Catharina, NEU 243;Seriemer Weg 6;26427 Neuharlingersiel;;NI 16418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NI;Stromeyer, Christina;Schohasberger Straße 21;27751 Delmenhorst;;NI 15480;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BB;Natur Konkret Guido Leutenegger Planetal-Lütte GmbH;Chausseestraße 48;14806 Bad Belzig OT Lütte;;BB 69209;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Rebena GmbH;Kröttenbach 19;91743 Unterschwaningen;;BY 50672;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Schulzentrum Rain - Mensabetrieb Barbara Drabek;Fasanenweg 2;86641 Rain am Lech;;BY 70964;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
SH;Nord-Dönerproduktion;Kurt-Fischer-Straße 23;22926 Ahrensburg;;SH 00632;;;;;;;;;;;;;B, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Geflügelhof Lennart Hisserich; ;35315 Homberg (Ohm) Neu-Ulrichstein;;HE 21053;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;Geflügelhof liegt im Außenbereich, keine genaue Adresse verfügbar;;;;
BW;LiveFresh GmbH;Heiligenbergerstraße  47;88630 Pfullendorf;;BW 07694;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Albert Dold;Neuweg 7;78120 Furtwangen;DE-083843; ;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Weidner Wild;Strüth 1;97854 Steinfeld;;BY 60412;;;;;;B, C, O, P;;;fG;fG;wU;wU;fG, wU;fG, wU;;mp;;;;;;;;;;;;;;;;;;;;;;;;;15.12.2024;;;
NW;SK Mobil Sergej Korotkich;Hauptstraße 30;51519 Odenthal;;NW 70633;;;;;B, C, O, P;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;My Kebap GmbH;Schepersweg 39;46485 Wesel;;NW 50621;;;;;;;;;;;;;;A, B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Josef Brüninghoff GmbH & Co. KG;Siemensstraße 20;46325 Borken;;NW 90405;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;CURA, Katholisches Krankenhaus im Siebengebirge GmbH;Schülgenstraße 15;53604 Bad Honnef;;NW 70183;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Perthes-Service GmbH  Betriebsstätte Meckmannshof;Meckmannweg 74;48163 Münster;;NW 40900;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;VARIUS Werkstätten;Neusser Straße 118;41363 Jüchen;;NW 50623;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Amiko Concepts GmbH;Berrenrather Straße 325;50354 Hürth;;NW 70628;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;J.B. Schlachthof GmbH;Mussumer Ringstraße 10;46395 Bocholt;;NW 90407;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;;Sammelstelle für Rohstoffe;;;;
NI;Caritas-Werkstatt Cloppenburg (WfbM);Ostring 24;49661 Cloppenburg;;NI 13887;;;;;;;;;;;;;;;;mp;;;;;;;;;;B, C, O, S;;;X;;;;;X;;;;;;Catering/Großküche;;;;
HE;Kindernest Küche GmbH;Raiffeisenstraße 13;63549 Ronneburg;;HE 10058;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;
BY;Gelita AG;Alpenstraße 44;87700 Memmingen;;BY 70005;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;;;;;;
ST;Augustinuswerk Die Werkstätten gGmbH;Kleine Rothemarkstraße 8;06886 Lutherstadt Wittenberg;DE-150132; ;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
HE;Thassilo Görgen;Hainwiesenweg 8;36369 Lautertal;;HE 20918;;;;;;;;;;;;;;;;;;;;;;;;;;O, C;;;;;;;;;;;;;;;;;;
BY;MuWe Fleischhandels GmbH;Steinbacher Weg 13;82387 Antdorf;;BY 14100;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SL;EDEKA Südwest Fleisch GmbH;Saarwiesenstr. 1;66333 Völklingen;;SL 31750;;;;;;;;;;;;;;;;mp;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;
SL;Schlachtbetrieb Werner Schmidt;Kirchenstr. 44;66798 Wallerfangen - Leidingen;;SL 90016;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Die Eierlei;Breiter Weg 2;34317 Habichtswald;;HE 31024;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Biofleisch Allgäu - Elias Weber;Knottenried 12;87509 Immenstadt im Allgäu;;BY 70967;;;;;;B, O, P;;;;;;;B;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Hausmetzgerei Schmieg;Hauptstraße 23;74572 Blaufelden;;BW 20248;;;;;B, P, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Winfried Schnitkamp e.K. Mensa Emmy-Noether-Schule;Friedrich-Bülten-Straße 15;48485 Neuenkirchen ;;NW 90408;;;;;;;;;;;;;;;;mp, bl, pap;;;;;;;;;;;;;X;;;;;X;;;;;;Catering /Großküche;;;;
NW;Nordfrost GmbH & Co. KG;Zum Rhein-Lippe-Hafen  10;46485 Wesel;;NW 40158;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Nordfrost GmbH & Co. KG;Münsterstraße  46;48351 Everswinkel;;NW 88932;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Bos Food;Grünstraße 38;40667 Meerbusch;;NW 50622;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kita Menue;Bahnhofstr. 45;90556 Cadolzburg;;BY 50674;;;;;;;;;;;;;;B, O, P, C;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Brem GmbH & Co. KG;Larezhausen 2;86567 Hilgertshausen;;BY 11248;;X;;;;B, P;;;;;;;B, P;B, P;;mp;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
SL;Aramark GmbH Michelin Reifenwerke AG & Co.KGaA;Edouard-Michelin-Platz  1;66424 Homburg;;SL 70074;;;;;;;;;;;;;;;;mp;;;;;;;;;;B, O, C;;;X;;;;;X;;;;;;;;;;
BY;Hofkäserei Prinz;Maind 88;87448 Waltenhofen;;BY 70963;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
NI;Mensa der Samtgemeinde Meinersen UG (haftungsbeschränkt) & Co. KG;Am Gajenberg 3;38536 Meinersen;;NI 19028;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BE;Gezer Fleischmanufaktur Berlin GmbH;Blomberger Weg 3;13437 Berlin;;BE 10200;;;;;;B, O, P;;;;;;;B, O, P, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.11.2025;;;
